Customer.gender  Customer.cid  Cart.cartid  
1	32	79	
1	32	225	
1	33	357	
1	33	365	
1	34	19	
1	34	39	
1	34	341	
1	35	84	
1	35	206	
1	35	259	
1	37	63	
1	37	72	
1	37	101	
1	37	267	
1	37	333	
1	37	371	
1	40	222	
1	40	306	
1	40	455	
1	40	487	
1	41	13	
1	42	229	
1	42	457	
1	42	473	
1	45	9	
1	45	11	
1	45	104	
1	46	40	
1	46	324	
1	47	6	
1	47	128	
1	47	398	
1	50	24	
1	50	155	
1	50	295	
1	50	309	
1	52	65	
1	52	140	
1	52	367	
1	55	68	
1	55	106	
1	55	180	
1	55	327	
1	57	7	
1	57	474	
1	60	93	
1	60	404	
1	60	445	
1	60	466	
1	61	342	
1	62	53	
1	62	253	
1	62	297	
1	64	86	
1	66	47	
1	66	105	
1	66	377	
1	67	12	
1	67	92	
1	67	185	
1	67	454	
1	68	78	
1	68	266	
1	68	392	
1	68	452	
1	70	329	
1	71	60	
1	71	223	
1	71	390	
1	71	437	
1	72	230	
1	72	261	
1	72	299	
1	72	314	
1	72	351	
1	73	80	
1	73	188	
1	73	368	
1	74	193	
1	74	408	
1	74	413	
1	74	467	
1	76	127	
1	76	251	
1	76	497	
1	77	108	
1	77	226	
1	77	477	
1	77	481	
1	78	411	
1	79	476	
1	81	325	
1	81	356	
1	82	22	
1	82	23	
1	82	83	
1	82	208	
1	84	151	
1	84	154	
1	84	172	
1	85	444	
1	87	157	
1	87	308	
1	87	440	
1	88	196	
1	88	450	
1	91	164	
1	91	220	
1	91	245	
1	91	283	
1	93	91	
1	93	373	
1	94	448	
1	94	471	
1	97	276	
1	97	354	
1	98	332	
1	98	393	
1	99	175	
1	99	464	
1	99	493	
1	101	292	
1	101	463	
1	102	8	
1	102	115	
1	102	243	
1	102	262	
1	103	5	
1	103	428	
1	104	191	
1	109	247	
1	112	81	
1	112	387	
1	116	55	
1	116	98	
1	116	158	
1	116	201	
1	116	211	
1	116	328	
1	120	311	
1	120	395	
1	124	96	
1	128	246	
1	128	397	
1	131	366	
1	132	107	
1	132	111	
1	132	116	
1	132	396	
1	135	113	
1	135	187	
1	135	312	
1	136	51	
1	139	137	
1	139	249	
1	139	380	
1	140	224	
1	140	293	
1	140	406	
1	140	426	
1	143	37	
1	143	189	
1	143	218	
1	143	447	
1	144	32	
1	144	148	
1	144	275	
1	144	286	
1	144	389	
1	145	171	
1	145	195	
1	145	478	
1	146	430	
1	152	150	
1	152	173	
1	152	339	
1	152	388	
1	152	432	
1	153	35	
1	153	44	
1	153	255	
1	154	284	
1	154	323	
1	154	402	
1	155	122	
1	155	417	
1	158	123	
1	158	135	
1	158	321	
1	160	258	
1	163	194	
1	163	364	
1	163	405	
1	163	492	
1	163	494	
1	165	73	
1	165	355	
1	167	52	
1	167	263	
1	167	300	
1	167	352	
1	171	146	
1	173	415	
1	174	43	
1	174	317	
1	175	42	
1	175	152	
1	175	165	
1	175	248	
1	175	303	
1	177	372	
1	177	420	
1	178	145	
1	178	362	
1	182	2	
1	182	90	
1	182	202	
1	182	343	
1	182	438	
1	187	114	
1	187	499	
1	189	268	
1	189	379	
1	191	64	
1	191	344	
1	191	347	
1	191	453	
1	193	30	
1	193	56	
1	193	149	
1	193	439	
1	195	331	
1	195	348	
1	195	459	
1	197	340	
1	197	451	
1	197	475	
1	197	495	
1	198	38	
1	198	95	
1	198	178	
1	198	334	
1	199	75	
1	199	118	
1	199	280	
1	199	370	
